Nome do Programa;Código do Programa;Nome da IES;Sigla da IES;UF;ME;DO;MP;DP
ENSINO DE FÍSICA;31001017126P1;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;RJ;-;-;5;-
Ensino de Física;30001013044P2;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;ES;-;-;3;-
Ensino de Física  - PROFIS;33283010001P5;SOCIEDADE BRASILEIRA DE FÍSICA;SBF;SP;-;-;4;-
Ensino de História;31001017155P1;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;RJ;-;-;4;-
ENSINO DE HUMANIDADES;30004012072P5;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;ES;-;-;3;-
ENSINO DE MATEMÁTICA;31001017122P6;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;RJ;4;4;-;-
Ensino de Matemática;33002010223P9;UNIVERSIDADE DE SÃO PAULO;USP;SP;-;-;4;-
Ensino de Química;31001017156P8;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;RJ;-;-;3;-
Ensino e História das Ciências e da Matemática;33144010009P8;UNIVERSIDADE FEDERAL DO ABC;UFABC;SP;4;4;-;-
ENSINO E HISTÓRIA DE CIÊNCIAS DA TERRA;33003017081P6;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;SP;4;4;-;-
ENSINO E PROCESSOS FORMATIVOS;33004153078P4;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, SÃO JOSÉ DO RIO PRETO;UNESP-SJRP;SP;3;-;-;-
ENSINO E SUAS TECNOLOGIAS;31040012003P8;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE;IFF;RJ;-;-;4;-
ENSINO, EDUCAÇÃO BÁSICA E FORMAÇÃO DE PROFESSORES;30001013106P8;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;ES;3;-;-;-
ENSINO EM BIOCIÊNCIAS  E SAÚDE;31010016009P0;FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ;FIOCRUZ;RJ;6;6;-;-
ENSINO EM CIÊNCIAS DA SAÚDE;33009015066P5;UNIVERSIDADE FEDERAL DE SÃO PAULO;UNIFESP;SP;-;-;4;-
ENSINO EM CIÊNCIAS DA SAÚDE E DO MEIO AMBIENTE;31067018001P3;CENTRO UNIVERSITÁRIO DE VOLTA REDONDA;UNIFOA;RJ;-;-;5;-
Ensino em Educação Básica;31004016064P5;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;UERJ;RJ;-;-;4;-
ENSINO EM SAÚDE;33068011007P3;SOCIEDADE BENEFICENTE ISRAELITA BRASILEIRA ALBERT EINSTEIN;SBIBAE;SP;-;-;A;-
ENSINO EM SAÚDE;33029016001P4;FACULDADE DE MEDICINA DE MARÍLIA;FAMEMA;SP;-;-;3;-
ENSINO EM SAÚDE;32016018004P0;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;UNIFENAS;MG;-;-;3;-
Ensino em Saúde;32010010008P0;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;MG;-;-;3;-
ENSINO NA EDUCAÇÃO BÁSICA;30001013055P4;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;ES;3;-;-;-
ENSINO NA SAÚDE:FORMAÇÃO DOCENTE INTERDISCIPLINAR PARA O SUS;31003010083P7;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;RJ;-;-;3;-
ENSINO NA TEMÁTICA DA DEFICIÊNCIA VISUAL;31048013001P6;INSTITUTO BENJAMIN CONSTANT;IBC;RJ;-;-;A;-
ENTOMOLOGIA;32002017016P0;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;7;7;-;-
ENTOMOLOGIA;33002037001P7;USP ;USP/ESALQ;SP;7;7;-;-
ENTOMOLOGIA;32004010007P8;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;MG;5;5;-;-
ENTOMOLOGIA;33002029018P1;UNIVERSIDADE DE SÃO PAULO ;USP/RP;SP;7;7;-;-
ENTOMOLOGIA EM SAÚDE PÚBLICA ;33002010246P9;UNIVERSIDADE DE SÃO PAULO;USP;SP;-;-;4;-
Epidemiologia;33002010242P3;UNIVERSIDADE DE SÃO PAULO;USP;SP;-;5;-;-
EPIDEMIOLOGIA EM SAÚDE PÚBLICA;31010016019P6;FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ;FIOCRUZ;RJ;6;6;-;-
Epidemiologia em Saúde Pública;31010016024P0;FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ;FIOCRUZ;RJ;-;-;5;-
EPIDEMIOLOGIA EXPERIMENTAL APLICADA ÀS ZOONOSES;33002010123P4;UNIVERSIDADE DE SÃO PAULO;USP;SP;6;6;-;-
ESTATÍSTICA;33002010007P4;UNIVERSIDADE DE SÃO PAULO;USP;SP;6;6;-;-
ESTATÍSTICA;33003017006P4;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;SP;5;5;-;-
ESTATÍSTICA;31001017005P0;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;RJ;5;5;-;-
ESTATÍSTICA;32001010053P7;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;MG;5;5;-;-
Estatística - UFSCAR/USP;33001014045P7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;SP;4;4;-;-
ESTATÍSTICA APLICADA E BIOMETRIA;32002017033P2;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;5;5;-;-
Estatística Aplicada e Biometria;32011016013P7;UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL;MG;3;-;-;-
ESTATÍSTICA E EXPERIMENTAÇÃO AGROPECUÁRIA;32004010011P5;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;MG;4;4;-;-
ESTÉTICA E HISTÓRIA DA ARTE;33002010185P0;UNIVERSIDADE DE SÃO PAULO;USP;SP;4;4;-;-
ESTOMATOPATOLOGIA;33003033009P4;UNIVERSIDADE ESTADUAL DE CAMPINAS, PIRACICABA;UNICAMP-PI;SP;6;6;-;-
Estudos Contemporaneos das Artes;31003010038P1;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;RJ;4;4;-;-
Estudos Culturais;33002010217P9;UNIVERSIDADE DE SÃO PAULO;USP;SP;4;-;-;-
ESTUDOS DA CONDIÇÃO HUMANA ;33001014075P3;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;SP;A;-;-;-
Estudos da linguagem;31005012037P4;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;PUC-RIO;RJ;5;5;-;-
ESTUDOS DA OCUPAÇÃO;32001010178P4;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;MG;A;-;-;-
ESTUDOS DA TRADUÇÃO;33002010224P5;UNIVERSIDADE DE SÃO PAULO;USP;SP;4;4;-;-
Estudos de Linguagem;31003010073P1;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;RJ;5;5;-;-
ESTUDOS DE LINGUAGENS;32020015006P6;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS;CEFET;MG;4;4;-;-
Estudos de Literatura;31003010074P8;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;RJ;6;6;-;-
Estudos de literatura;33001014041P1;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;SP;4;4;-;-
Estudos do Lazer;32001010077P3;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;MG;5;5;-;-
ESTUDOS ESTRATÉGICOS DA DEFESA E DA SEGURANÇA;31003010062P0;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;RJ;4;4;-;-
Estudos Judaicos e Arabes;33002010216P2;UNIVERSIDADE DE SÃO PAULO;USP;SP;3;-;-;-
ESTUDOS LINGÜÍSTICOS;32006012007P7;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;MG;5;5;-;-
ESTUDOS LINGÜÍSTICOS;32001010057P2;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;MG;7;7;-;-
ESTUDOS LINGÜÍSTICOS;33004153069P5;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, SÃO JOSÉ DO RIO PRETO;UNESP-SJRP;SP;6;6;-;-
ESTUDOS LINGUÍSTICOS  E LITERÁRIOS EM INGLÊS;33002010109P1;UNIVERSIDADE DE SÃO PAULO;USP;SP;4;4;-;-
ESTUDOS LITERÁRIOS;33004030016P0;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ;UNESP-ARAR;SP;6;6;-;-
ESTUDOS LITERÁRIOS;32001010056P6;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;MG;7;7;-;-
Estudos Literários;32006012022P6;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;MG;4;4;-;-
Estudos Marítimos;31070019001P0;ESCOLA DE GUERRA NAVAL;EGN;RJ;-;-;5;5
ESTUDOS RURAIS;32010010043P0;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;MG;3;-;-;-
EVIDÊNCIAS CIENTÍFICAS PARA A SAÚDE;31129005001P0;FACULDADE SETE LAGOAS;FACSETE;MG;-;-;A;-
EVOLUÇÃO CRUSTAL E RECURSOS NATURAIS;32007019004P4;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;MG;5;5;-;-
Evolução e Diversidade;33144010017P0;UNIVERSIDADE FEDERAL DO ABC;UFABC;SP;4;4;-;-
EXTENSÃO RURAL;32002017008P8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;4;4;-;-
FARMÁCIA;33107017002P1;UNIVERSIDADE ANHANGUERA DE SÃO PAULO;UNIAN-SP;SP;-;-;3;-
Farmácia ;33002010079P5;UNIVERSIDADE DE SÃO PAULO;USP;SP;7;7;-;-
FARMACOLOGIA;33002010019P2;UNIVERSIDADE DE SÃO PAULO;USP;SP;5;5;-;-
FARMACOLOGIA;33009015002P7;UNIVERSIDADE FEDERAL DE SÃO PAULO;UNIFESP;SP;6;6;-;-
FARMACOLOGIA;33003017051P0;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;SP;4;4;-;-
FARMACOLOGIA E BIOTECNOLOGIA;33004064052P0;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, BOTUCATU;UNESP-BOT;SP;4;4;-;-
FÁRMACOS E MEDICAMENTOS;33002010081P0;UNIVERSIDADE DE SÃO PAULO;USP;SP;4;4;-;-
FILOLOGIA E LÍNGUA PORTUGUESA;33002010107P9;UNIVERSIDADE DE SÃO PAULO;USP;SP;4;4;-;-
FILOSOFIA;32001010012P9;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;MG;6;6;-;-
FILOSOFIA;31004016016P0;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;UERJ;RJ;5;5;-;-
FILOSOFIA;33001014010P9;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;SP;5;5;-;-
FILOSOFIA;33009015072P5;UNIVERSIDADE FEDERAL DE SÃO PAULO;UNIFESP;SP;4;4;-;-
FILOSOFIA;33003017066P7;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;SP;6;6;-;-
FILOSOFIA;33144010020P1;UNIVERSIDADE FEDERAL DO ABC;UFABC;SP;4;4;-;-
FILOSOFIA;32005016107P5;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;MG;3;-;-;-
FILOSOFIA;30001013037P6;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;ES;4;4;-;-
FILOSOFIA;33002010031P2;UNIVERSIDADE DE SÃO PAULO;USP;SP;7;7;-;-
FILOSOFIA;32004010048P6;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;MG;A;-;-;-
FILOSOFIA;33005010008P3;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;PUC/SP;SP;5;5;-;-
FILOSOFIA;32018010045P0;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI;UFSJ;MG;A;-;-;-
FILOSOFIA;31001017022P1;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;RJ;5;5;-;-
FILOSOFIA;32029012003P4;FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA;FAJE;MG;3;-;-;-
FILOSOFIA;33004110041P1;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, MARÍLIA;UNESP-MAR;SP;4;-;-;-
FILOSOFIA;32006012024P9;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;MG;4;4;-;-
FILOSOFIA;31003010081P4;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;RJ;4;4;-;-
FILOSOFIA;31005012006P1;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;PUC-RIO;RJ;5;5;-;-
Filosofia;31002013031P7;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;RJ;3;-;-;-
Filosofia;32007019012P7;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;MG;4;4;-;-
FILOSOFIA E ENSINO;31022014008P9;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET;RJ;-;-;3;-
FÍSICA;33144010001P7;UNIVERSIDADE FEDERAL DO ABC;UFABC;SP;5;5;-;-
FÍSICA;31003010002P7;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;RJ;6;6;-;-
FÍSICA;32003013013P8;UNIVERSIDADE FEDERAL DE ITAJUBÁ;UNIFEI;MG;3;-;-;-
FÍSICA;33003017002P9;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;SP;7;7;-;-
FÍSICA;33002010002P2;UNIVERSIDADE DE SÃO PAULO;USP;SP;7;7;-;-
FÍSICA;31009018003P8;CENTRO BRASILEIRO DE PESQUISAS FÍSICAS;CBPF;RJ;-;-;4;-
FÍSICA;33001014011P5;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;SP;4;4;-;-
FÍSICA;31001017002P0;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;RJ;7;7;-;-
FÍSICA;33002045002P9;UNIVERSIDADE DE SÃO PAULO ;USP/SC;SP;7;7;-;-
FÍSICA;33015015001P7;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - INSTITUTO DE FÍSICA TEÓRICA;UNESP-IFT;SP;7;7;-;-
FÍSICA;31009018001P5;CENTRO BRASILEIRO DE PESQUISAS FÍSICAS;CBPF;RJ;7;7;-;-
FÍSICA;32006012018P9;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;MG;5;5;-;-
FÍSICA;33011010001P5;INSTITUTO TECNOLÓGICO DE AERONÁUTICA;ITA;SP;4;4;-;-
FÍSICA;32005016008P7;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;MG;4;4;-;-
FÍSICA;33004080051P4;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, GUARATINGUETÁ;UNESP-GUAR;SP;5;5;-;-
FÍSICA;31005012002P6;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;PUC-RIO;RJ;6;6;-;-
FÍSICA;31004016022P0;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;UERJ;RJ;5;5;-;-
FÍSICA;32004010046P3;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;MG;A;-;-;-
FÍSICA;33004137063P6;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, RIO CLARO;UNESP-RC;SP;4;4;-;-
FÍSICA;32001010002P3;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;MG;7;7;-;-
FÍSICA;30001013005P7;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;ES;4;4;-;-
Física;32002017025P0;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;4;4;-;-
FÍSICA - UFLA - UFSJ - UNIFAL;32011016010P8;UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL;MG;3;-;-;-
FÍSICA APLICADA À MEDICINA E BIOLOGIA;33002029022P9;UNIVERSIDADE DE SÃO PAULO ;USP/RP;SP;5;5;-;-
FÍSICA E ASTRONOMIA;33051011007P7;UNIVERSIDADE DO VALE DO PARAÍBA;UNIVAP;SP;4;4;-;-
FISICA E QUIMICA DE MATERIAIS;32018010001P3;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI;UFSJ;MG;4;4;-;-
FÍSICA MÉDICA;31004016158P0;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;UERJ;RJ;-;-;3;-
FISIOLOGIA;33002029004P0;UNIVERSIDADE DE SÃO PAULO ;USP/RP;SP;7;7;-;-
FISIOLOGIA BIOQUÍMICA DE PLANTAS;33002037016P4;USP ;USP/ESALQ;SP;4;4;-;-
FISIOPATOLOGIA CLÍNICA E EXPERIMENTAL;31004016029P5;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;UERJ;RJ;5;5;-;-
FISIOPATOLOGIA E CIÊNCIAS CIRÚRGICAS;31004016050P4;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;UERJ;RJ;5;5;-;-
FISIOPATOLOGIA EM CLÍNICA MÉDICA;33004064020P0;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, BOTUCATU;UNESP-BOT;SP;5;5;-;-
FISIOPATOLOGIA MÉDICA;33003017078P5;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;SP;7;7;-;-
FISIOTERAPIA;33057010007P9;UNIVERSIDADE IBIRAPUERA;UNIB;SP;A;-;-;-
FISIOTERAPIA;33001014016P7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;SP;7;7;-;-
FISIOTERAPIA;33052018005P0;UNIVERSIDADE CIDADE DE SÃO PAULO;UNICID;SP;4;4;-;-
FISIOTERAPIA ;32012012170P1;UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO;UFTM;MG;3;-;-;-
Fitossanidade dos citros;33150010001P3;FUNDO DE DEFESA DA CITRICULTURA ;FUNDECITRU;SP;-;-;4;-
FITOSSANIDADE E BIOTECNOLOGIA APLICADA;31002013018P0;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;RJ;3;-;-;-
FITOTECNIA;33002037003P0;USP ;USP/ESALQ;SP;6;6;-;-
FITOTECNIA;31002013010P0;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;RJ;4;4;-;-
FITOTECNIA ;32002017001P3;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;6;6;-;-
FONOAUDIOLOGIA;33002053009P9;FACULDADE DE ODONTOLOGIA DE BAURU - USP;USP-FOB;SP;5;5;-;-
FONOAUDIOLOGIA;33005010024P9;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;PUC/SP;SP;4;4;-;-
Fonoaudiologia;33004110045P7;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, MARÍLIA;UNESP-MAR;SP;4;4;-;-
FORMAÇÃO DE GESTORES EDUCACIONAIS;33052018006P7;UNIVERSIDADE CIDADE DE SÃO PAULO;UNICID;SP;-;-;3;-
FORMAÇÃO DOCENTE PARA A EDUCAÇÃO BÁSICA;32036019005P0;UNIVERSIDADE DE UBERABA;UNIUBE;MG;-;-;3;-
Formação em Ciências para Professores.;31001017144P0;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;RJ;-;-;4;-
FORMAÇÃO INTERDISCIPLINAR EM SAÚDE;33002010237P0;UNIVERSIDADE DE SÃO PAULO;USP;SP;-;-;3;-
FORMAÇÃO PARA A PESQUISA BIOMÉDICA;31001017148P5;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;RJ;-;-;4;-
FUNÇÃO SOCIAL DO DIREITO;33136017001P4;FACULDADE AUTÔNOMA DE DIREITO;FADISP;SP;4;4;-;-
GASTROENTEROLOGIA;33009015012P2;UNIVERSIDADE FEDERAL DE SÃO PAULO;UNIFESP;SP;3;-;-;-
GENÉTICA;32001010054P3;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;MG;6;6;-;-
GENÉTICA E BIOLOGIA MOLECULAR;33003017024P2;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;SP;7;7;-;-
GENÉTICA E BIOQUÍMICA;32006012006P0;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;MG;4;4;-;-
GENÉTICA E MELHORAMENTO;32002017004P2;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;7;7;-;-
Genética e Melhoramento;30001013053P1;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;ES;4;4;-;-
GENÉTICA E MELHORAMENTO DE PLANTAS;31033016015P3;UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;UENF;RJ;6;6;-;-
GENÉTICA E MELHORAMENTO DE PLANTAS;32004010006P1;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;MG;7;7;-;-
Genética e Melhoramento de Plantas;32004010026P2;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;MG;-;-;4;-
GENÉTICA EVOLUTIVA E BIOLOGIA MOLECULAR;33001014012P1;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;SP;4;4;-;-
GENÉTICA HUMANA;33003017097P0;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;SP;-;-;4;-
GEOCIÊNCIAS;33003017038P3;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;SP;6;6;-;-
Geociências;31004016023P7;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;UERJ;RJ;4;4;-;-
GEOCIÊNCIAS E MEIO AMBIENTE;33004137036P9;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, RIO CLARO;UNESP-RC;SP;5;5;-;-
GEOCIÊNCIAS ;31003010004P0;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;RJ;6;6;-;-
GEOCIÊNCIAS ;33002010127P0;UNIVERSIDADE DE SÃO PAULO;USP;SP;7;7;-;-
GEOCIÊNCIAS ;33002010013P4;UNIVERSIDADE DE SÃO PAULO;USP;SP;4;4;-;-
GEOCIÊNCIAS: PATRIMÔNIO GEOPALEONTOLÓGICO;31001017161P1;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;RJ;3;-;-;-
GEOCIÊNCIAS ;33002010126P3;UNIVERSIDADE DE SÃO PAULO;USP;SP;4;4;-;-
GEOFÍSICA;33002010016P3;UNIVERSIDADE DE SÃO PAULO;USP;SP;6;6;-;-
GEOFÍSICA;31013015002P5;OBSERVATÓRIO NACIONAL;ON;RJ;5;5;-;-
GEOFÍSICA ESPACIAL;33010013008P0;INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS;INPE;SP;6;6;-;-
GEOGRAFIA;33004129047P5;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, PRESIDENTE PRUDENTE;UNESP-PP;SP;-;-;3;-
GEOGRAFIA;31002013157P0;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;RJ;3;-;-;-
GEOGRAFIA;32005016035P4;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;MG;4;-;-;-
GEOGRAFIA;33004137004P0;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, RIO CLARO;UNESP-RC;SP;5;5;-;-
GEOGRAFIA;32001010037P1;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;MG;6;6;-;-
GEOGRAFIA;31005012034P5;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;PUC-RIO;RJ;4;4;-;-
GEOGRAFIA;32006012070P0;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;MG;3;-;-;-
GEOGRAFIA;33001014071P8;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;SP;3;-;-;-
GEOGRAFIA;33003017080P0;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;SP;6;6;-;-
GEOGRAFIA;32014015011P3;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;UNIMONTES;MG;3;-;-;-
GEOGRAFIA;31001017024P4;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;RJ;7;7;-;-
GEOGRAFIA;31004016062P2;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;UERJ;RJ;4;-;-;-
GEOGRAFIA;33004129042P3;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, PRESIDENTE PRUDENTE;UNESP-PP;SP;7;7;-;-
GEOGRAFIA;31004016035P5;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;UERJ;RJ;5;5;-;-
GEOGRAFIA;31003010041P2;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;RJ;6;6;-;-
GEOGRAFIA;32011016045P6;UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL;MG;A;-;-;-
GEOGRAFIA;30001013034P7;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;ES;4;4;-;-
GEOGRAFIA;32006012010P8;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;MG;5;5;-;-
GEOGRAFIA;32002017051P0;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;A;-;-;-
GEOGRAFIA;32018010016P0;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI;UFSJ;MG;3;-;-;-
Geografia;31003010095P5;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;RJ;3;-;-;-
Geografia - Tratamento da Informação Espacial;32008015003P4;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC/MG;MG;5;5;-;-
GEOGRAFIA ;33002010034P1;UNIVERSIDADE DE SÃO PAULO;USP;SP;5;5;-;-
GEOGRAFIA ;33002010035P8;UNIVERSIDADE DE SÃO PAULO;USP;SP;6;6;-;-
GEOLOGIA;31001017011P0;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;RJ;5;5;-;-
GEOLOGIA;32001010039P4;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;MG;5;5;-;-
GEOLOGIA;32010010045P3;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;MG;3;-;-;-
GEOTECNIA;33002045009P3;UNIVERSIDADE DE SÃO PAULO ;USP/SC;SP;4;4;-;-
GEOTECNIA;32007019013P3;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;MG;3;3;-;-
GEOTECNIA E TRANSPORTES;32001010086P2;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;MG;3;-;-;-
Gerenciamento em Enfermagem;33002010213P3;UNIVERSIDADE DE SÃO PAULO;USP;SP;5;5;-;-
GERONTOLOGIA;33003017069P6;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;SP;5;5;-;-
GERONTOLOGIA;33002010244P6;UNIVERSIDADE DE SÃO PAULO;USP;SP;3;-;-;-
